ann_id,image_id,category_id,x1,y1,w,h,file_name,height,width
28,18,5,179,150,17.532,25.085,000095_JPG.rf.440608e48c07494e97f62dae748f2654.jpg,416,416
29,19,4,67,62,313.625,238.333,PET1-737_jpg.rf.4474154d364d94d2ed16c92252b24249.jpg,416,416
30,20,2,84,66,321.908,349.727,metal283_jpg.rf.4482ad92a234a3a2a4389d983b7a6707.jpg,416,416
31,21,4,107,87,32.966,76.504,PET1-175_jpg.rf.4491721ddb186cec22f25931d7784a9a.jpg,416,416
32,22,3,0,3,409.5,412.75,paper186_jpg.rf.4486b0a210b95d56bf7c8a26b8ad80d3.jpg,416,416
33,23,3,44,7,349.015,399.964,paper111_jpg.rf.446f4f1fe2778a7ba284aaa2883018b2.jpg,416,416
34,24,4,180,171,44.678,59.309,000023_JPG.rf.44d912c7339ee88295309812f9dba56f.jpg,416,416
35,24,4,172,137,38.643,49.891,000023_JPG.rf.44d912c7339ee88295309812f9dba56f.jpg,416,416
36,24,4,110,107,142.619,179.853,000023_JPG.rf.44d912c7339ee88295309812f9dba56f.jpg,416,416
37,25,4,212,164,51.522,39.194,IMG_4963_JPG.rf.44bb5ddd0d94835ca3403b67a10857a8.jpg,416,416
38,26,4,72,163,28.288,69.333,000053_jpg.rf.44e0bac11c47a4c038feca5e6aa196a3.jpg,416,416
39,27,4,0,145,389.221,204.472,plastic468_jpg.rf.4478743d497f6fcf7b3e54ebf161f771.jpg,416,416
40,28,2,123,149,26.718,27.474,000041_JPG.rf.44b510322b036d6f1341ae90c6a9c2fb.jpg,416,416
41,28,2,137,154,6.727,4.153,000041_JPG.rf.44b510322b036d6f1341ae90c6a9c2fb.jpg,416,416
42,29,1,68,2,247.796,413.813,glass142_jpg.rf.449f8e4929444eaec6f415598b8bc12d.jpg,416,416
43,30,4,333,228,36.648,45.222,000059_jpg.rf.4519fccece51987ac8d4b1b42a264f2e.jpg,416,416
44,30,4,303,96,17.756,12.944,000059_jpg.rf.4519fccece51987ac8d4b1b42a264f2e.jpg,416,416
45,31,2,80,14,251.063,392.708,metal173_jpg.rf.44f53bc66b9855dddbce841bb3d6a70e.jpg,416,416
46,32,5,144,293,103.66,21.922,000018_JPG.rf.450aaa6f1a9bb75f8a4500540c9ff4be.jpg,416,416
47,33,4,37,164,92.893,35.651,000017_JPG.rf.451523dfe430aa60102d67ec28e71b0d.jpg,416,416
48,34,5,95,185,51.381,62.73,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
49,34,4,170,155,169.516,170.995,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
50,34,4,326,143,34.667,45.672,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
51,34,5,210,172,104.103,51.45,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
52,34,4,227,110,32.913,35.905,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
53,34,4,310,7,12.587,21.735,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
54,34,4,337,29,7.532,11.556,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
55,34,4,161,215,20.738,24.624,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
56,34,4,100,239,26.31,19.534,000074_jpg.rf.452b6b00b295942e029aa74173ee0fdb.jpg,416,416
57,35,4,0,317,14.768,24.404,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
58,35,4,102,312,28.288,26.684,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
59,35,5,120,390,20.592,25.316,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
60,35,5,65,319,4.16,27.14,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
61,35,5,233,379,11.544,21.439,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
62,35,4,269,352,14.872,63.632,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
63,35,5,298,90,7.592,16.421,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
64,35,5,169,246,8.112,23.263,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
65,35,5,279,322,11.44,11.632,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
66,35,5,6,278,18.72,13.456,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
67,35,5,317,303,3.952,7.982,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
68,35,5,341,262,9.88,18.93,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
69,35,4,221,295,17.472,22.351,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
70,35,5,284,332,7.904,16.193,000093_jpg.rf.454e6ef8a23ce9ea216abffe54382d1e.jpg,416,416
71,36,1,69,134,236.438,153.833,glass477_jpg.rf.453b230166ec1bc446a515f4792ab20a.jpg,416,416
72,37,4,154,144,129.565,59.455,000099_JPG.rf.457e3fd22e893f4ae7943fd96d73a356.jpg,416,416
73,38,3,44,47,326.443,368.821,paper128_jpg.rf.44f95b4bd3e5608e8b3bb269913a0e18.jpg,416,416
74,39,4,219,263,173.875,98.671,PET1-104_jpg.rf.44d8ecb2dbad4c5e65d0e1f42845ba0e.jpg,416,416
75,40,4,169,98,52.813,222.625,plastic476_jpg.rf.4570cf3d9c0883f584cea7071bf5d634.jpg,416,416
76,41,4,173,177,45.394,56.913,000013_JPG.rf.452885e697cbb20e345f9b2b3240af51.jpg,416,416
77,41,5,144,168,3.765,7.575,000013_JPG.rf.452885e697cbb20e345f9b2b3240af51.jpg,416,416
78,42,3,189,215,40.899,40.766,000082_jpg.rf.44b1dbdc030092c772982a921829f564.jpg,416,416
79,43,4,231,122,60.043,91.312,000012_JPG.rf.4521000d99720e538cab4258e14f5db4.jpg,416,416
80,44,2,81,25,267.064,354.522,metal27_jpg.rf.45221d40e8e6dfc89c891d7eacbe183a.jpg,416,416
81,45,5,219,188,39.255,71.033,000107_JPG.rf.458ff32081c367f31bd24a7927e6f27e.jpg,416,416
82,45,5,132,80,2.676,5.608,000107_JPG.rf.458ff32081c367f31bd24a7927e6f27e.jpg,416,416
83,46,5,357,154,17.517,34.04,000094_jpg.rf.457e45f8322cb94ea6a787c34ac287ae.jpg,416,416
84,46,4,106,137,268.739,124.476,000094_jpg.rf.457e45f8322cb94ea6a787c34ac287ae.jpg,416,416
85,46,5,19,377,37.741,28.711,000094_jpg.rf.457e45f8322cb94ea6a787c34ac287ae.jpg,416,416
86,46,5,111,260,23.704,56.674,000094_jpg.rf.457e45f8322cb94ea6a787c34ac287ae.jpg,416,416
87,47,5,94,94,228.573,238.938,000035_jpg.rf.4591d12171f98ed1a3750eb6456876a0.jpg,416,416
88,48,4,76,127,339.975,192.626,PET1-545_jpg.rf.45aeb29271c0e170cc70b29759071edc.jpg,416,416
89,49,4,269,204,50.088,39.595,000119_JPG.rf.45a08e010f737d411ebc4f20818f7bb8.jpg,416,416
90,49,5,194,162,8.157,2.039,000119_JPG.rf.45a08e010f737d411ebc4f20818f7bb8.jpg,416,416
91,50,5,208,189,26.68,12.618,000015_JPG.rf.45c4203755e981ae021ede1ae16f2bf7.jpg,416,416
92,50,5,154,105,9.856,2.039,000015_JPG.rf.45c4203755e981ae021ede1ae16f2bf7.jpg,416,416
93,51,1,26,66,390.172,247.536,glass152_jpg.rf.459d2c209827d86fdcd1425a6fd49c1e.jpg,416,416
94,52,4,213,0,169.276,288.978,PET1-551_jpg.rf.461ef3618e5f210a05b2606fbf165399.jpg,416,416
95,53,3,200,186,38.565,17.307,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
96,53,5,303,59,58.195,22.084,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
97,53,4,201,198,3.759,6.578,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
98,53,4,302,287,35.084,23.572,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
99,53,5,155,356,35.224,5.873,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
100,53,5,329,367,11.416,2.898,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
101,53,5,399,322,10.581,3.837,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
102,53,5,341,240,8.353,5.325,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
103,53,5,143,284,10.303,2.819,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
104,53,5,350,211,9.467,3.524,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
105,53,5,323,196,5.29,5.09,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
106,53,5,8,300,5.708,5.952,000097_jpg.rf.458613f813f805cc3d38b87759364ee8.jpg,416,416
107,54,1,67,2,279.451,384.136,glass399_jpg.rf.4609d7d437a1408218bb6a3bd1e32924.jpg,416,416
108,55,2,146,75,59.618,48.869,000078_JPG.rf.45dbfacc966a3525bb7315e819921a64.jpg,416,416
109,55,4,152,41,62.223,32.873,000078_JPG.rf.45dbfacc966a3525bb7315e819921a64.jpg,416,416
110,55,4,145,16,22.886,37.055,000078_JPG.rf.45dbfacc966a3525bb7315e819921a64.jpg,416,416
111,55,4,245,264,21.123,40.07,000078_JPG.rf.45dbfacc966a3525bb7315e819921a64.jpg,416,416
112,56,4,313,296,29.649,9.672,000076_jpg.rf.45d4f185a2e022323e3ca035de5a6f7c.jpg,416,416
113,56,5,153,409,10.947,6.032,000076_jpg.rf.45d4f185a2e022323e3ca035de5a6f7c.jpg,416,416
114,56,5,109,176,4.789,4.992,000076_jpg.rf.45d4f185a2e022323e3ca035de5a6f7c.jpg,416,416
115,56,5,153,185,5.018,1.144,000076_jpg.rf.45d4f185a2e022323e3ca035de5a6f7c.jpg,416,416
116,57,5,182,207,48.602,40.564,000091_jpg.rf.46219baf507109b2c6a14a85ac1035d8.jpg,416,416
117,58,4,49,0,327.92,414.157,000019_jpg.rf.46246d22da4e7d42d1c485bd6122c4de.jpg,416,416
118,58,5,302,371,74.468,42.98,000019_jpg.rf.46246d22da4e7d42d1c485bd6122c4de.jpg,416,416
119,59,3,0,63,399.57,353.421,paper108_jpg.rf.4675327dfe4c04e6a893c63cc153649c.jpg,416,416
120,60,2,0,48,406.54,367.985,metal172_jpg.rf.45f4ce1891deb2b847d0282eefdbb519.jpg,416,416
121,61,4,138,56,81.65,228.978,000097_jpg.rf.466f05b781b81031ee599fc42920b78f.jpg,416,416
122,61,4,154,198,150.355,87.487,000097_jpg.rf.466f05b781b81031ee599fc42920b78f.jpg,416,416
123,62,2,151,65,209.625,278.417,metal158_jpg.rf.468275b31e4476c5d1ade258b5943357.jpg,416,416
124,63,4,160,102,240.317,111.217,000007_jpg.rf.46893ab93c93ace8f072b6ce96ea2116.jpg,416,416
125,63,4,44,178,217.856,139.34,000007_jpg.rf.46893ab93c93ace8f072b6ce96ea2116.jpg,416,416
126,64,4,293,90,73.261,70.312,000090_JPG.rf.460c4b91128130f6fd5700ef5dfe23f0.jpg,416,416
127,64,5,293,148,15.253,12.518,000090_JPG.rf.460c4b91128130f6fd5700ef5dfe23f0.jpg,416,416
128,65,4,258,187,57.454,50.371,IMG_5037_JPG.rf.466b433286759ede72719e05537daa7a.jpg,416,416
129,66,4,184,215,84.108,57.14,000060_JPG.rf.46a0b409fb44303badd534528d098449.jpg,416,416
130,67,1,0,88,373.75,224.792,glass124_jpg.rf.46a585a32b0dcc57d1b1c37744f84925.jpg,416,416
131,68,4,61,30,349.403,386.438,plastic407_jpg.rf.459d9d04446079dd139de618842fb9bf.jpg,416,416
132,69,4,319,201,46.307,84.188,PET1-177_jpg.rf.46a476532f4750eb5abd6885af85a347.jpg,416,416
133,70,4,151,144,73.375,58.344,000099_jpg.rf.45d229a24cf5f9d83a57966e56dc9a0f.jpg,416,416
134,70,5,175,75,26.636,9.789,000099_jpg.rf.45d229a24cf5f9d83a57966e56dc9a0f.jpg,416,416
135,71,4,198,189,48.846,65.399,000034_jpg.rf.467ffa156dc92ee4c7fd2f261b08a56a.jpg,416,416
136,72,3,26,48,54.895,37.886,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
137,72,4,211,207,85.152,98.24,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
138,72,4,229,210,47.777,90.951,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
139,72,4,230,264,67.492,40.907,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
140,72,3,163,375,61.402,30.419,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
141,72,3,72,361,55.54,50.355,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
142,72,3,87,249,108.038,74.801,000056_jpg.rf.469357faa52c1fb580dda00cbc18cc91.jpg,416,416
143,73,4,155,63,105.49,127.592,PET1-145_jpg.rf.46b3887af74d3f080293bf67bcc65e2e.jpg,416,416
144,74,4,4,162,367.957,82.083,PET1-639_jpg.rf.45c241de84afefecbf1404d6101e6965.jpg,416,416
145,75,1,67,150,238.063,102.375,glass161_jpg.rf.45a68decd2034f03d30ec39571970d92.jpg,416,416
146,76,3,8,0,317.688,414.375,paper112_jpg.rf.46b437a9abe3362bb6fb9f5ca4193cd5.jpg,416,416
147,77,4,136,92,268.494,305.293,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
148,77,5,162,111,51.747,29.281,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
149,77,4,84,114,60.078,77.329,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
150,77,4,35,159,48.015,62.948,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
151,77,4,88,0,7.081,7.291,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
152,77,1,242,20,59.251,64.798,000022_jpg.rf.46c34d5c40b1f6287c8c1dfcfc36aaee.jpg,416,416
153,78,5,256,222,12.188,15.15,000037_jpg.rf.46b6d2f4661b4f25031363435f2f1db3.jpg,416,416
154,79,2,220,198,68.233,83.159,000047_jpg.rf.46c70b05a831fc0607c27bfe26f26800.jpg,416,416
155,79,2,250,202,13.206,15.27,000047_jpg.rf.46c70b05a831fc0607c27bfe26f26800.jpg,416,416
156,79,2,169,214,68.233,56.333,000047_jpg.rf.46c70b05a831fc0607c27bfe26f26800.jpg,416,416
157,79,5,227,175,11.968,6.81,000047_jpg.rf.46c70b05a831fc0607c27bfe26f26800.jpg,416,416
158,80,2,75,298,26.8,28.533,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
159,80,2,140,262,18.5,22.0,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
160,80,2,234,178,14.0,20.8,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
161,80,4,165,256,17.1,20.533,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
162,80,4,202,288,38.2,27.467,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
163,80,3,207,340,5.7,15.067,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
164,80,4,255,198,24.3,35.067,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
165,80,5,275,229,4.6,4.8,000043_jpg.rf.46c0868a5c7052dd33d220b4fbadb092.jpg,416,416
166,81,1,2,22,370.227,388.524,glass151_jpg.rf.46d32c5b094bf39cdb3889ff122e2a13.jpg,416,416
167,82,4,67,138,50.568,23.195,000044_JPG.rf.46e1ea363b7589e0d768262dd69b0759.jpg,416,416
168,82,5,113,156,4.207,5.376,000044_JPG.rf.46e1ea363b7589e0d768262dd69b0759.jpg,416,416
169,82,5,350,225,3.792,2.894,000044_JPG.rf.46e1ea363b7589e0d768262dd69b0759.jpg,416,416
170,83,3,60,50,117.624,179.491,000016_jpg.rf.46d55c31c325a836e4b692e36cf7f6e5.jpg,416,416
171,83,5,235,88,84.552,327.737,000016_jpg.rf.46d55c31c325a836e4b692e36cf7f6e5.jpg,416,416
172,84,3,24,131,270.499,266.826,000077_JPG.rf.46c7002a7e2c016a4fc4e38bbfde947e.jpg,416,416
173,84,5,369,253,47.433,60.681,000077_JPG.rf.46c7002a7e2c016a4fc4e38bbfde947e.jpg,416,416
174,85,1,46,0,259.637,357.587,glass272_jpg.rf.470a3c7d21bfa3764aed091c2e929a5f.jpg,416,416
175,86,4,43,1,326.219,332.042,plastic59_jpg.rf.470a7e5c1e77aca3aee4e3561c288e09.jpg,416,416
176,87,2,1,18,400.344,358.359,metal192_jpg.rf.47031f7aac26c34a14939a28fe997a77.jpg,416,416
177,88,5,176,219,62.594,42.199,000045_jpg.rf.47088c4857e4e90eec7c53d9ef54d27f.jpg,416,416
178,89,3,158,166,198.2,144.667,000080_jpg.rf.46cffcd269dcf55b1e80d3976e214c79.jpg,416,416
179,90,4,196,228,63.317,13.733,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
180,90,4,271,216,64.004,27.37,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
181,90,3,238,179,39.606,32.172,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
182,90,3,252,212,29.812,18.234,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
183,90,5,359,266,18.442,10.283,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
184,90,4,268,179,57.971,40.721,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
185,90,4,195,212,24.79,12.77,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
186,90,5,391,246,8.771,4.51,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
187,90,5,385,262,4.442,5.624,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
188,90,5,374,265,2.863,5.05,000079_JPG.rf.46ce1357ec6b6f704f7a922f2820a564.jpg,416,416
189,91,4,121,87,196.31,242.606,000001_jpg.rf.474b046dd97e6c5a3291635a3f8fc8a8.jpg,416,416
190,92,5,253,244,126.508,123.928,000007_jpg.rf.474085b735eb6d3d946efcbd6bb763ca.jpg,416,416
191,93,5,122,153,146.095,125.667,000056_jpg.rf.475f4b695a4d16d604a19dbd35e60492.jpg,416,416
192,94,4,185,188,80.039,60.922,000016_JPG.rf.477c1c40a46720d62a9c2340426f9b6a.jpg,416,416
193,95,4,140,174,112.146,103.996,000080_jpg.rf.47616b3b0cf88e098f4b3ddf174c5c32.jpg,416,416
194,95,4,78,155,146.534,34.169,000080_jpg.rf.47616b3b0cf88e098f4b3ddf174c5c32.jpg,416,416
195,95,5,117,371,29.358,22.144,000080_jpg.rf.47616b3b0cf88e098f4b3ddf174c5c32.jpg,416,416
196,96,4,51,190,134.252,74.065,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
197,96,3,362,252,26.104,25.07,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
198,96,4,299,50,17.977,16.731,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
199,96,4,235,19,18.213,14.734,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
200,96,3,318,68,13.963,12.063,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
201,96,3,158,53,22.851,14.481,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
202,96,5,153,95,20.847,8.536,000058_jpg.rf.471a2d4db2191ba4ac179aa9359cc967.jpg,416,416
203,97,1,22,59,392.991,332.19,glass381_jpg.rf.477fedb2650aaccfd6537db2637327e1.jpg,416,416
204,98,4,207,95,107.468,110.921,000094_JPG.rf.474087e802a30c09d71af4b2c9a39a6f.jpg,416,416
205,98,5,89,163,3.008,4.166,000094_JPG.rf.474087e802a30c09d71af4b2c9a39a6f.jpg,416,416
206,99,4,224,276,20.432,37.029,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
207,99,4,242,98,30.93,117.512,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
208,99,5,279,106,8.683,20.788,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
209,99,5,390,127,19.324,96.339,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
210,99,4,370,29,11.387,28.427,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
211,99,5,322,265,11.488,21.833,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
212,99,5,267,8,27.589,55.545,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
213,99,5,377,18,16.268,11.677,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
214,99,5,242,32,14.222,78.752,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
215,99,4,198,95,7.995,21.464,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
216,99,5,224,22,10.085,21.697,000004_jpg.rf.476fcf4605b2ba9ab262f15a5913f5d8.jpg,416,416
217,100,2,177,203,35.3,49.478,IMG_4977_JPG.rf.47aacb16acca10b32535c49f7852f144.jpg,416,416
218,101,2,160,164,144.667,106.6,000008_jpg.rf.47995074f987bba788082268a0121fc5.jpg,416,416
219,102,4,136,120,172.208,97.038,PET1-310_jpg.rf.479d9dbd5fd69f6f8c45e4c7b3a8deee.jpg,416,416
220,103,5,337,186,14.162,7.406,000077_jpg.rf.47b294ec674c6d92c9e3536f63ec07f0.jpg,416,416
221,104,4,145,154,149.034,76.822,plastic482_jpg.rf.47b76dab2f6f8e8f86fbfdace4e6f02d.jpg,416,416
222,105,1,0,135,300.494,277.211,glass25_jpg.rf.47bde39d012a94059a7b2cc32483b953.jpg,416,416
223,106,4,118,197,125.702,78.606,PET1-172_jpg.rf.477fb9f4512e6176d3ecd42bcb34136c.jpg,416,416
224,107,4,62,117,141.987,113.702,PET1-231_jpg.rf.47dd96f0b61c96978c952cdf03c4cde7.jpg,416,416
225,108,3,318,15,17.124,61.718,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
226,108,3,236,77,115.901,23.454,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
227,108,4,251,168,14.395,22.002,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
228,108,5,251,169,3.054,3.615,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
229,108,5,324,146,2.62,4.648,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
230,108,5,349,154,1.703,4.214,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
231,108,4,328,152,22.517,10.875,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
232,108,4,327,165,13.319,12.659,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
233,108,4,340,163,7.154,19.804,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
234,108,4,398,79,17.865,14.229,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
235,108,5,147,242,3.003,9.183,000047_jpg.rf.47ed2b49e68fdefefa01a7a52c07030a.jpg,416,416
236,109,4,61,124,337.251,284.541,PET1-746_jpg.rf.47a8c05a4de591debfc706a6ded07ae3.jpg,416,416
237,110,4,189,72,43.599,75.541,000045_jpg.rf.47eb0701fc9729092c9b3e46cb184c30.jpg,416,416
